Model Name,N = 10,Time Traverse N = 10,Time Compute N= 10,Std Compute N= 10,N = 20,Time Traverse N = 20,Time Compute N= 20,Std Compute N= 20,N = 32,Time Traverse N = 32,Time Compute N= 32,Std Compute N= 32
Time SOCP abu,10,28.668563544204755,0.0423206840083003,0.013346033735258401,20,29.297345947846786,0.1737943240022287,0.002329588069423578,32,29.287827118224435,0.14045241198968142,0.02666149687021396
Time SOCP b,10,133031.75878985645,0.05371756399050355,0.016705719828496075,20,116.64341097980804,0.1750204059947282,0.003169154379111651,32,115.79016337010884,0.14520736001431941,0.025577645374886094
Time SQP abu,10,27.481594469539324,5.857165936008096,0.7922155163643281,20,26.901973340793855,24.09495742600877,0.10705113237064004,32,26.730151927998566,31.452020444003864,0.5305238161471509
Time SQP b,10,35.059562827750156,0.9111350319953635,0.009841829475937982,20,33.83823139783837,7.74625357198529,1.11955812143043,32,33.63960367644614,13.402854931997135,0.33980528930710924
